Id,PredictedProb
1393,0.712105395
1395,0.845759757
1396,0.780879784
1399,0.659184138
1400,0.583577663
1401,0.793965242
1402,0.969024607
1405,0.674348113
1407,0.686364729
1409,0.963537541
1413,0.555332963
1414,0.588049289
1415,0.702151922
1417,0.652568847
1421,0.633731537
1422,0.875274447
1423,0.621539076
1425,0.74875847
1426,0.586081113
1428,0.756395279
1429,0.94409822
1430,0.708166402
1431,0.667411881
1433,0.841635945
1435,0.893141074
1436,0.733502881
1438,0.854831267
1439,0.837923629
1442,0.945848299
1448,0.707896115
1449,0.687015442
1451,0.615668306
1453,0.860159376
1455,0.941139431
1456,0.618453269
1458,0.836189656
1459,0.902678738
1463,0.880878386
1466,0.719355584
1468,0.976885213
1471,0.607788702
1472,0.920193423
1473,0.7791965
1474,0.931187677
1476,0.777369437
1477,0.884615337
1478,0.652580492
1479,0.72866698
1481,0.567154745
1482,0.91480031
1487,0.683738153
1490,0.749279877
1493,0.617696635
1494,0.85792499
1495,0.901509577
1496,0.848330877
1497,0.565214397
1498,0.761090017
1499,0.978386157
1500,0.835023519
1505,0.687818801
1507,0.721245763
1508,0.694715007
1510,0.719885084
1511,0.65866124
1513,0.604560397
1514,0.763904174
1518,0.810671501
1519,0.561406721
1520,0.719125232
1522,0.793144139
1523,0.594013834
1524,0.607077374
1527,0.840744978
1528,0.726030954
1529,0.696986337
1530,0.822378389
1532,0.830209117
1534,0.584125848
1536,0.948940564
1537,0.690893671
1540,0.774245292
1543,0.663818343
1546,0.776240569
1549,0.794630788
1553,0.664670862
1558,0.724167814
1560,0.79179217
1561,0.771512024
1562,0.650211229
1565,0.615079075
1573,0.594650532
1576,0.791167405
1577,0.902454682
1579,0.665446102
1580,0.885299668
1581,0.777111056
1582,0.632282623
1584,0.66271065
1586,0.779297783
1588,0.747012364
1589,0.802170281
1595,0.760139045
1598,0.587033728
1599,0.992240073
1600,0.731648139
1605,0.626925898
1609,0.713725865
1610,0.642330465
1615,0.719237079
1617,0.841596581
1619,0.846713771
1621,0.696927596
1622,0.736241999
1628,0.777551712
1629,0.916237494
1630,0.665364403
1631,0.959173971
1633,0.836850366
1636,0.74572843
1637,0.753960289
1638,0.8043011
1643,0.764592922
1644,0.732754908
1645,0.812507957
1646,0.690792584
1647,0.783603876
1648,0.974587125
1650,0.657907901
1651,0.802782475
1652,0.910424689
1654,0.771480614
1655,0.978515095
1657,0.949781035
1658,0.987973207
1663,0.682973861
1665,0.948654113
1666,0.734247768
1669,0.88216618
1675,0.724940428
1678,0.837725657
1679,0.721967193
1680,0.717595188
1681,0.789852341
1684,0.858891715
1687,0.668429748
1688,0.850396212
1692,0.893102525
1694,0.829616621
1695,0.824998566
1696,0.695437268
1697,0.560349548
1698,0.69249787
1699,0.901052878
1700,0.590935824
1701,0.868422246
1704,0.693052427
1705,0.667259404
1706,0.74096665
1708,0.899097157
1709,0.658825887
1712,0.737445412
1713,0.64107548
1715,0.667132934
1718,0.869507238
1720,0.850932672
1721,0.63917564
1724,0.710512088
1725,0.631088518
1726,0.580456765
1728,0.768121111
1729,0.849371401
1738,0.685317593
1739,0.824968349
1741,0.830929473
1743,0.686250625
1745,0.627755139
1750,0.738813937
1751,0.767560706
1753,0.869068053
1755,0.744896581
1757,0.803266884
1758,0.720118868
1759,0.752097846
1762,0.696075927
1763,0.727515994
1767,0.98217558
1769,0.760805031
1770,0.979169019
1778,0.781685749
1781,0.846765252
1784,0.768077342
1786,0.760775208
1787,0.746248736
1788,0.86561674
1789,0.864831581
1790,0.661413983
1794,0.596292342
1795,0.826362878
1797,0.900504374
1801,0.840566566
1802,0.829965317
1809,0.974729866
1810,0.877605046
1811,0.772472693
1816,0.761022108
1817,0.664286771
1818,0.641027365
1820,0.610229589
1821,0.650067809
1822,0.620851236
1823,0.851206342
1829,0.786601046
1833,0.691088273
1834,0.758402602
1836,0.668133724
1837,0.934474315
1839,0.802707256
1842,0.886636484
1845,0.964746719
1849,0.724930274
1851,0.866620013
1852,0.658844221
1853,0.699853381
1855,0.780804598
1856,0.906204362
1857,0.847456823
1859,0.884011521
1860,0.631714817
1861,0.926373301
1862,0.860255031
1864,0.713140236
1865,0.981384262
1869,0.830957109
1871,0.565060661
1872,0.901266431
1873,0.719805453
1874,0.706429713
1875,0.563241658
1878,0.817625226
1879,0.883685811
1880,0.64871854
1882,0.850812237
1887,0.796686674
1893,0.681816812
1896,0.71263242
1900,0.755801914
1902,0.704970488
1904,0.882089973
1906,0.65116272
1907,0.872279153
1909,0.815724072
1911,0.670804611
1913,0.693127009
1915,0.833788589
1917,0.573072893
1918,0.637094231
1919,0.703533035
1921,0.741599124
1922,0.97951552
1923,0.922948222
1926,0.776984736
1927,0.59605363
1928,0.836471121
1929,0.817802338
1931,0.813553605
1932,0.800905005
1938,0.909048859
1940,0.527459854
1941,0.799094609
1942,0.688030244
1944,0.620341074
1948,0.69796502
1949,0.83471635
1951,0.81292054
1953,0.850550581
1954,0.730794924
1955,0.994911108
1956,0.818906563
1957,0.94925026
1958,0.989951788
1959,0.88421119
1961,0.84865146
1962,0.671108065
1965,0.790045026
1969,0.784220546
1971,0.652079902
1978,0.987435134
1982,0.910256382
1984,0.628124259
1985,0.792405048
1986,0.750709468
1987,0.742253044
1988,0.724878411
1989,0.749710464
1990,0.705420691
1991,0.927674635
1993,0.904274286
1994,0.798670098
1999,0.696484457
2000,0.742450178
2001,0.721929919
2002,0.855170316
2003,0.601719802
2004,0.656741915
2008,0.887258919
2011,0.695728217
2013,0.886788592
2017,0.933964226
2020,0.87868331
2021,0.785033071
2024,0.776380329
2026,0.59099905
2031,0.741617006
2035,0.663488447
2039,0.941666753
2040,0.800677931
2044,0.786598761
2045,0.853256755
2046,0.704447975
2047,0.722889282
2048,0.77556297
2052,0.74569988
2053,0.71539811
2054,0.797711475
2055,0.628276256
2058,0.857182692
2059,0.768964782
2060,0.637657551
2063,0.764626472
2064,0.9588411
2065,0.896134847
2066,0.88329756
2070,0.562794619
2073,0.893050054
2076,0.806724254
2077,0.625978811
2078,0.82224177
2082,0.807797032
2084,0.863303097
2086,0.672244465
2088,0.868451172
2090,0.824405939
2091,0.776893313
2095,0.671478078
2097,0.726880376
2101,0.74595767
2102,0.623587805
2105,0.676703329
2106,0.607659473
2107,0.928802126
2110,0.642149874
2113,0.959230482
2114,0.695225209
2115,0.8005782
2118,0.766939252
2119,0.702061623
2120,0.657143256
2122,0.67189545
2128,0.775681929
2129,0.881197437
2132,0.736147369
2136,0.769181252
2139,0.825888016
2140,0.710835766
2141,0.640226049
2142,0.829237018
2143,0.726909124
2146,0.618313581
2147,0.859866297
2148,0.552289639
2151,0.580026114
2153,0.701514387
2154,0.87585096
2156,0.582359852
2161,0.938820166
2162,0.712764745
2163,0.915974998
2164,0.709681559
2165,0.885982546
2168,0.97597327
2169,0.68342866
2175,0.88432153
2176,0.859558133
2177,0.788334704
2178,0.609716069
2182,0.845616364
2184,0.673748041
2191,0.968733218
2193,0.889456773
2194,0.847440712
2196,0.919461884
2198,0.731066179
2199,0.709369289
2200,0.648485782
2202,0.892194346
2209,0.911269125
2213,0.504303154
2217,0.839412288
2218,0.580251634
2224,0.650454422
2225,0.65135186
2231,0.95622814
2233,0.677347178
2234,0.780480201
2235,0.713576401
2237,0.71621615
2238,0.62761855
2240,0.796295622
2242,0.719178739
2244,0.717406465
2246,0.795149807
2247,0.750990879
2248,0.99526325
2249,0.902082843
2250,0.948335631
2252,0.736995816
2254,0.615546293
2257,0.722474515
2258,0.65125948
2262,0.641600772
2265,0.848273849
2268,0.927926979
2270,0.701591002
2280,0.835178989
2281,0.957976687
2283,0.929238138
2285,0.64566123
2289,0.963438223
2290,0.610837088
2291,0.720727389
2293,0.851715214
2294,0.689851664
2295,0.840976279
2300,0.830751116
2304,0.904494801
2307,0.597632451
2310,0.929537631
2312,0.808379536
2313,0.674805067
2318,0.798279636
2319,0.820479769
2322,0.704350039
2324,0.689623928
2326,0.937224169
2328,0.666140663
2331,0.780224952
2334,0.442811882
2335,0.687780102
2336,0.841949194
2339,0.882734164
2340,0.862305021
2341,0.977246749
2344,0.931057049
2349,0.971394827
2352,0.913899517
2353,0.821863797
2357,0.613570031
2362,0.726414416
2364,0.718039019
2365,0.645135914
2366,0.767839169
2367,0.607138757
2368,0.835257094
2370,0.976705277
2373,0.707450235
2375,0.556610322
2376,0.981196497
2377,0.875119763
2382,0.943735035
2384,0.786644589
2385,0.713197308
2388,0.783910574
2389,0.73685983
2390,0.73598071
2391,0.766578792
2393,0.785255779
2396,0.783314143
2397,0.733974893
2398,0.949280474
2399,0.716394847
2400,0.794289429
2401,0.570025079
2402,0.811254914
2404,0.69844051
2406,0.919275172
2408,0.638107975
2409,0.796635009
2410,0.680466876
2411,0.750806365
2413,0.805656416
2415,0.743362874
2417,0.721040397
2422,0.859581541
2423,0.581962529
2424,0.848040529
2426,0.948181097
2429,0.823352799
2430,0.626493607
2432,0.707753131
2433,0.713943749
2436,0.989421568
2437,0.82440204
2438,0.751063186
2439,0.830104303
2440,0.725721902
2444,0.719881008
2445,0.636108857
2446,0.662620931
2454,0.87294056
2455,0.709306715
2456,0.878915255
2458,0.609258409
2459,0.717073513
2460,0.576043706
2461,0.718790839
2462,0.667199636
2464,0.689567138
2465,0.786380004
2467,0.989785096
2468,0.864877359
2474,0.614403537
2480,0.61367128
2481,0.584708177
2484,0.696165197
2485,0.644718488
2486,0.761800746
2487,0.727331133
2491,0.856628837
2493,0.658049465
2496,0.880669318
2497,0.758859919
2501,0.703645312
2504,0.735870328
2505,0.782710744
2506,0.897591436
2508,0.723668567
2509,0.654969008
2513,0.640471257
2516,0.68868794
2520,0.639296332
2521,0.680341707
2523,0.807385785
2524,0.767549884
2526,0.969880582
2528,0.681647747
2529,0.808450327
2530,0.789008334
2531,0.888953866
2532,0.799785661
2536,0.619907976
2537,0.60774046
2540,0.885196823
2541,0.671109863
2542,0.723411444
2543,0.613701923
2546,0.538527125
2547,0.660789551
2550,0.782282393
2551,0.841714084
2555,0.692424918
2556,0.824991588
2558,0.849952336
2559,0.988747532
2560,0.937969859
2562,0.993863131
2563,0.572736904
2564,0.800779069
2565,0.669241256
2568,0.838421463
2569,0.822596573
2570,0.683856012
2572,0.749788783
2573,0.702375727
2574,0.614965632
2575,0.860565673
2576,0.777671117
2582,0.772598526
2583,0.63748815
2586,0.671299128
2590,0.586488312
2591,0.708890308
2592,0.876065418
2593,0.988431536
2595,0.713956198
2596,0.91213528
2597,0.695015762
2598,0.729694892
2600,0.961175947
2601,0.810882985
2603,0.614118526
2604,0.773116707
2605,0.905483241
2606,0.971953845
2608,0.768276869
2609,0.802199288
2610,0.902595298
2611,0.94493929
2614,0.907700624
2615,0.819104995
2616,0.685532602
2618,0.658556721
2620,0.889946657
2623,0.737995834
2624,0.987818009
2625,0.722771695
2627,0.680059226
2629,0.857491377
2630,0.815644596
2631,0.949908586
2632,0.971898127
2633,0.863473633
2634,0.744868683
2635,0.616327747
2636,0.858783505
2637,0.564201317
2638,0.967669821
2641,0.72955518
2643,0.678437829
2644,0.68556469
2647,0.756130557
2648,0.806463032
2649,0.960243356
2651,0.650209393
2654,0.801074713
2655,0.716868714
2656,0.924598473
2659,0.663015005
2661,0.681165818
2662,0.724791608
2664,0.93347068
2665,0.724931505
2666,0.84598255
2667,0.7787875
2668,0.723376502
2671,0.635413183
2673,0.754853877
2676,0.76747965
2678,0.618380057
2680,0.963311583
2681,0.977863653
2683,0.630604468
2687,0.597893095
2688,0.837955653
2689,0.768933851
2691,0.671260745
2693,0.837119125
2695,0.730331165
2697,0.67723307
2699,0.768173672
2701,0.706504033
2702,0.742416975
2703,0.833846795
2706,0.914578331
2707,0.874963746
2708,0.850579122
2709,0.816587645
2714,0.789319163
2715,0.60681725
2716,0.76489058
2717,0.921563008
2719,0.888098968
2721,0.774563371
2722,0.70871647
2723,0.71705502
2724,0.616435828
2727,0.966915653
2730,0.758681618
2731,0.69147538
2736,0.854728349
2738,0.795050202
2740,0.924333593
2744,0.651923949
2745,0.525479362
2748,0.648893523
2749,0.580354274
2750,0.651836448
2751,0.593265996
2752,0.683472283
2754,0.763005459
2755,0.773243835
2756,0.835178679
2757,0.954244938
2758,0.883509405
2759,0.909712448
2760,0.976445016
2761,0.644410761
2762,0.814102712
2763,0.699784363
2764,0.754012154
2765,0.831128404
2768,0.711977824
2769,0.630006648
2770,0.702830284
2776,0.890068925
2778,0.980920473
2788,0.710134898
2789,0.940391554
2791,0.770330472
2792,0.462438798
2793,0.884335484
2797,0.740544662
2799,0.912878039
2800,0.97278546
2801,0.620666397
2805,0.835507584
2806,0.585130321
2807,0.64427227
2808,0.730228443
2811,0.871032013
2820,0.931754622
2822,0.804694487
2824,0.911636917
2826,0.959978376
2827,0.806732982
2828,0.717821362
2829,0.601703206
2832,0.749186625
2835,0.949340878
2836,0.711351836
2839,0.766123924
2840,0.844332904
2841,0.719528618
2843,0.663681819
2849,0.510932515
2850,0.745200875
2854,0.737831705
2856,0.758821563
2857,0.880512484
2859,0.755145339
2860,0.975366118
2863,0.890431305
2864,0.642882699
2865,0.69285329
2870,0.856948241
2871,0.693680814
2872,0.735739085
2873,0.75460929
2874,0.804808059
2876,0.884649973
2877,0.643666582
2878,0.898136202
2880,0.745881074
2882,0.755369289
2884,0.625234619
2885,0.70667637
2886,0.615127447
2887,0.948777018
2894,0.655578298
2897,0.70058455
2900,0.779693321
2903,0.754636262
2904,0.884508141
2906,0.799961876
2908,0.830950538
2909,0.773773241
2910,0.648567067
2911,0.641698829
2912,0.666490894
2913,0.912473593
2915,0.780440026
2916,0.674969661
2918,0.802179884
2924,0.586083709
2925,0.714893036
2928,0.846847911
2929,0.579909903
2934,0.858125389
2935,0.692469862
2938,0.802550311
2940,0.544651803
2941,0.685085995
2942,0.818712763
2944,0.785235258
2946,0.80681504
2947,0.650459153
2948,0.723194752
2950,0.742281861
2952,0.75787989
2953,0.798759384
2954,0.870968921
2956,0.641541673
2958,0.81398929
2959,0.630034323
2961,0.785600734
2963,0.718554976
2965,0.961442975
2967,0.82443664
2971,0.768713775
2973,0.952839207
2974,0.643888694
2980,0.932038219
2982,0.526047843
2983,0.558926643
2986,0.698058479
2987,0.78527578
2988,0.62304047
2993,0.902303073
2995,0.627573019
2998,0.663688682
3003,0.816670648
3005,0.865047683
3006,0.782979571
3007,0.694199914
3011,0.961957244
3013,0.845808179
3014,0.601325986
3019,0.721613221
3020,0.825186562
3022,0.678644374
3023,0.643088908
3024,0.619444782
3025,0.632068891
3027,0.782028499
3029,0.856833105
3030,0.614231153
3031,0.738256895
3032,0.962229504
3033,0.601847906
3037,0.703323174
3041,0.752771576
3042,0.794259788
3044,0.869543848
3045,0.64347698
3048,0.81338482
3049,0.903971613
3053,0.823473334
3055,0.848544433
3057,0.855139941
3058,0.648699184
3059,0.76018098
3060,0.803288395
3061,0.940728809
3063,0.713073198
3064,0.861791282
3065,0.627714074
3066,0.8988532
3067,0.702706894
3068,0.897533045
3069,0.923873655
3070,0.903497885
3071,0.777827847
3072,0.800831623
3075,0.885917624
3077,0.830759635
3080,0.941593587
3081,0.95231395
3082,0.780176029
3083,0.978754219
3086,0.901256766
3089,0.819922236
3090,0.768666381
3091,0.839295956
3092,0.753961346
3093,0.915842398
3094,0.819119948
3097,0.977477588
3099,0.682429046
3102,0.99822388
3103,0.787553462
3105,0.923486568
3106,0.931545124
3107,0.71547153
3108,0.799390823
3109,0.557912577
3114,0.692407863
3116,0.652351622
3117,0.613665551
3119,0.765995182
3121,0.740340451
3123,0.74000187
3124,0.950086664
3125,0.827510187
3126,0.650739294
3128,0.701717866
3129,0.849557584
3130,0.640487521
3131,0.985538941
3132,0.864422365
3133,0.681934928
3134,0.692947022
3135,0.61625709
3136,0.74612763
3137,0.97754214
3140,0.866258093
3141,0.877702154
3143,0.723703646
3144,0.851159252
3145,0.693630419
3147,0.603583919
3149,0.760607421
3151,0.79643475
3154,0.644582968
3156,0.784578747
3157,0.61692898
3158,0.584231064
3160,0.736269762
3161,0.900342599
3162,0.954145904
3164,0.929013962
3165,0.798383465
3168,0.676933849
3171,0.850698042
3173,0.741077851
3174,0.893384475
3175,0.752777249
3176,0.935260913
3177,0.714712294
3178,0.734111309
3181,0.715097791
3182,0.655147787
3186,0.963564621
3188,0.747121789
3190,0.770394147
3192,0.739073176
3194,0.702027485
3195,0.779779105
3197,0.656709128
3198,0.709588803
3202,0.72386663
3203,0.679302793
3204,0.716865925
3207,0.652401624
3208,0.653616031
3209,0.655745501
3210,0.805382793
3212,0.482286633
3213,0.798076507
3214,0.666760709
3219,0.635927212
3222,0.895101006
3224,0.590934194
3227,0.668395278
3229,0.659055134
3230,0.61695815
3231,0.859187555
3232,0.644713517
3233,0.789667696
3234,0.982288607
3235,0.664810332
3237,0.797489872
3238,0.880712098
3239,0.890413669
3240,0.981579725
3241,0.741150116
3242,0.772742523
3243,0.918868308
3244,0.843223142
3255,0.688852854
3256,0.956920893
3257,0.732090853
3258,0.830897635
3259,0.669960533
3260,0.749589462
3262,0.899270114
3263,0.821355764
3264,0.483680264
3266,0.814867378
3267,0.809536407
3268,0.645761822
3271,0.70998458
3274,0.671020182
3275,0.961424293
3276,0.746132484
3277,0.826053157
3278,0.596433612
3279,0.7754317
3280,0.909017312
3281,0.773499073
3282,0.746479648
3283,0.673226548
3284,0.686078021
3288,0.764260424
3290,0.986029308
3292,0.767976683
3293,0.71191505
3295,0.961828131
3296,0.730532223
3297,0.636903712
3299,0.835425229
3300,0.77594657
3301,0.850544212
3307,0.763489869
3308,0.60250858
3309,0.859153908
3311,0.596317471
3312,0.612896895
3313,0.711190856
3321,0.651088142
3322,0.786097186
3323,0.703504608
3325,0.817614782
3326,0.710132766
3327,0.978797877
3328,0.66237195
3330,0.774210996
3332,0.687053377
